-1.138616338,-1.045397781,-3.014996575,-2.298535246,-1.863517055,-1.778438705,-1.808979185,-1.749049284,39.6435188
-1.078072699,-1.00643218,-2.738358403,-1.912108539,-1.742986776,-1.73717964,-1.75122129,-1.692798375,41.73550651
-1.028026835,-0.974721194,-2.115119727,-1.471614193,-1.506227787,-1.578796046,-1.580328781,-1.542716074,43.70386749
-1.009270022,-0.960209681,-1.919396282,-1.304812165,-1.44983177,-1.525372399,-1.527216421,-1.494168041,45.59752512
-0.989595854,-0.914236601,-2.069753833,-1.322834576,-1.723559946,-1.50919919,-1.558724817,-1.520485858,47.44376057
-0.989073746,-0.912005391,-2.073481392,-1.301046945,-1.71176877,-1.488433447,-1.538856897,-1.503996795,49.22414953
-0.984573036,-0.90419557,-1.930585103,-1.338570541,-1.686140666,-1.470174751,-1.519515383,-1.486796852,50.94063898
-0.980138629,-0.895302768,-1.874334226,-1.336841271,-1.655507037,-1.488777722,-1.531866705,-1.503615579,52.59512744
-1.006974669,-0.930657277,-1.947246199,-1.206349175,-1.458597176,-1.455231313,-1.472339462,-1.456422665,54.18946618
-1.007803418,-0.931630422,-1.959089056,-1.209750366,-1.462094873,-1.455888273,-1.473495638,-1.457645094,55.72546025
-1.000992591,-0.926405174,-1.898401162,-1.175316701,-1.432000712,-1.439363792,-1.454570511,-1.443587246,57.20486968
-0.996067677,-0.921978046,-1.833958767,-1.1311898,-1.399315533,-1.41367989,-1.427635141,-1.419739526,58.62941047
-0.908923133,-0.747696461,-1.890003703,-1.253370944,-1.695301426,-1.44825699,-1.501117632,-1.469605318,60.00075568
-0.847551187,-0.671717754,-1.879966035,-1.271861301,-1.695740528,-1.439813867,-1.493620562,-1.461929829,61.32053643
-0.79264752,-0.604031673,-1.898233728,-1.026702039,-1.672656994,-1.388535841,-1.44505389,-1.416824112,62.59034292
-0.735334882,-0.533373746,-1.851083629,-1.020895491,-1.647622991,-1.387160879,-1.441020425,-1.414385475,63.81172539
-0.676264154,-0.46075319,-1.831230323,-1.005134627,-1.631127344,-1.382936144,-1.4353306,-1.411939951,64.98619508
-0.620511965,-0.391704514,-1.821066821,-1.009798106,-1.613294149,-1.360508799,-1.413235533,-1.391064206,66.11522516
-0.565493376,-0.324015528,-1.806392886,-1.012162204,-1.59737059,-1.359752607,-1.410666891,-1.388320489,67.20025165
-0.513818863,-0.260467835,-1.782431045,-0.9930821,-1.575224659,-1.348590817,-1.398056329,-1.37767674,68.24267429
-0.98147957,-0.904330548,-1.953114342,-1.269094625,-1.947261198,-1.416845832,-1.491858555,-1.43543356,69.24385741
-0.957967662,-0.884554022,-1.854827222,-1.23600035,-1.932716629,-1.367110806,-1.444701922,-1.385608336,70.2051308
-0.956892213,-0.877718697,-1.796717066,-1.204558742,-1.910030258,-1.352009476,-1.429617494,-1.37032991,71.12779051
-0.949824919,-0.865039438,-1.768047887,-1.197932333,-1.882774804,-1.337805141,-1.415063393,-1.358969715,72.01309967
-0.937043158,-0.857736745,-1.671805455,-1.157540163,-1.850480363,-1.320288884,-1.397023625,-1.340125322,72.86228928
-0.928383638,-0.851043105,-1.634090842,-1.128486532,-1.823945663,-1.295753305,-1.37266295,-1.316865374,73.67655898
-0.923814041,-0.846620586,-1.629644274,-1.131386541,-1.81173895,-1.300036724,-1.375890206,-1.323951762,74.4570778
-0.92218366,-0.840573912,-1.619840387,-1.116634669,-1.794587067,-1.293795669,-1.368994022,-1.316537793,75.20507849
-0.91551692,-0.831963036,-1.600670775,-1.110966585,-1.775160467,-1.285239177,-1.359753393,-1.308588488,75.94243447
-0.909806755,-0.826915898,-1.551488542,-1.080136952,-1.750820327,-1.271836263,-1.345630117,-1.298306575,76.66800439
-0.903106514,-0.820888657,-1.556175626,-1.095181586,-1.729992486,-1.268212262,-1.340718704,-1.294129354,77.38074463
-0.943745346,-0.790732417,-1.531836922,-1.083822188,-1.724676802,-1.26897491,-1.341005778,-1.295649556,78.07970525
-0.91045617,-0.846908241,-1.46171722,-0.7857653,-1.055500114,-1.189157034,-1.181909919,-1.216962307,78.76402602
-0.92902556,-0.859878489,-1.624121212,-1.050684198,-1.117031999,-1.2356381,-1.231056928,-1.257481806,79.43293254
-0.9303162,-0.864228712,-1.594262144,-1.052162337,-1.101709473,-1.234883022,-1.227668916,-1.251957256,80.08573257
-0.924572938,-0.85835308,-1.582202026,-1.058588707,-1.071558896,-1.225751172,-1.214714275,-1.238148956,80.72181228
-0.91886981,-0.854285161,-1.540533768,-1.036359561,-1.047398382,-1.205093385,-1.193470963,-1.22048159,81.3406328
-0.91882149,-0.85486043,-1.499103944,-1.023269252,-1.027576925,-1.208261806,-1.19238143,-1.220687763,81.9417267
-0.915800178,-0.853844964,-1.45270393,-1.005046352,-1.001086516,-1.198575221,-1.179595804,-1.209772839,82.52469474
-0.913507428,-0.850423266,-1.46311138,-1.011185362,-0.982876936,-1.193129036,-1.171773694,-1.200255721,83.08920252
-0.910898937,-0.849148621,-1.387900056,-0.991160588,-0.952529474,-1.177526806,-1.153471267,-1.186034247,83.63497739
-0.907812502,-0.846296149,-1.340136027,-0.962848848,-0.930504297,-1.178637466,-1.150149804,-1.184986336,84.16180538
-0.906395078,-0.845806496,-1.342767488,-0.961844971,-0.914153971,-1.166589744,-1.137367576,-1.172203565,84.66952821
-0.901046037,-0.842015201,-1.307523046,-0.93983741,-0.886257606,-1.151795657,-1.120166259,-1.157129224,85.15804041
